"","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/3/2013","8.5188","1043.9000","9.9974","957.2900","1.8772","291.2364","25.0793","35.5800","14.5600","9.1112","29.0700","2.8550","1.4255","4.1120","0.2000","0.0000","0.0000","0.0000","78.1185","127.8791","20.1864","179.9241","359.7109","0.0153","|"
"5/4/2013","8.3038","1042.4000","9.2102","921.3200","1.8865","240.6267","27.0230","36.1800","14.4400","9.8809","25.2000","4.8740","1.9375","6.2500","0.2000","0.0000","0.0000","0.0000","77.9077","127.5903","19.8979","179.9460","359.7385","0.0413","|"
"5/5/2013","4.7837","1233.2000","1.7780","809.9700","3.6673","655.8788","24.5442","28.6000","19.3100","14.0077","32.5900","9.8700","4.1286","12.5500","0.2000","0.0000","0.0000","0.0000","77.7009","127.3085","19.6140","179.9656","359.7629","0.0642","|"
"5/6/2013","5.3123","1314.3000","3.3478","882.6000","2.9810","588.7185","21.5937","26.2400","17.3300","30.2070","61.3800","19.8400","2.8778","8.3800","0.2000","0.0023","0.7620","0.0000","77.4976","127.0313","19.3346","179.9828","359.7842","0.0839","|"
"5/7/2013","7.2042","1338.9000","6.2941","911.9100","2.6408","575.5188","19.2750","25.5800","15.2500","36.5768","55.6500","20.7700","2.7385","9.9400","0.2000","0.0000","0.0000","0.0000","77.2984","126.7588","19.0599","179.9975","359.8024","0.1005","|"
"5/8/2013","7.0841","1096.9000","5.3112","900.6300","3.1071","499.8152","21.1423","28.7300","14.8500","33.3027","63.5400","18.9600","1.9283","7.4100","0.2000","0.0000","0.0000","0.0000","77.1029","126.4911","18.7899","180.0098","359.8175","0.1142","|"
"5/9/2013","6.1282","1202.7000","3.8096","824.8800","3.7860","661.6969","22.3237","29.4000","16.3600","33.5618","48.4100","18.0300","2.2220","7.4800","0.2000","0.0000","0.0000","0.0000","76.9108","126.2283","18.5247","180.0197","359.8296","0.1249","|"
"5/10/2013","7.5989","1031.1000","8.0575","915.2900","2.0678","477.1337","25.9124","34.6500","16.3800","28.5186","55.0500","11.0400","1.8175","7.5400","0.2000","0.0000","0.0000","0.0000","76.7225","125.9704","18.2644","180.0272","359.8388","0.1327","|"
"5/11/2013","8.3777","1046.2000","7.7557","893.9200","3.0885","535.1399","29.0632","39.0000","19.1000","18.1810","45.5900","8.0400","1.6117","6.5380","0.2000","0.0000","0.0000","0.0000","76.5381","125.7175","18.0090","180.0323","359.8452","0.1377","|"
"5/12/2013","8.3957","1033.5000","8.3186","903.4800","2.7790","478.5863","31.2110","41.5300","19.8500","13.6975","44.3300","6.8160","1.4111","4.9620","0.2000","0.0000","0.0000","0.0000","76.3575","125.4697","17.7588","180.0350","359.8487","0.1399","|"
"5/13/2013","8.4435","1031.6000","8.3590","900.2400","2.7852","454.4168","33.2259","41.7600","21.6100","12.2717","44.8700","6.6850","1.9872","7.1300","0.2000","0.0000","0.0000","0.0000","76.1813","125.2271","17.5136","180.0354","359.8494","0.1394","|"
"5/14/2013","8.3554","1041.0000","8.8168","908.4900","2.2300","367.4758","33.8558","40.8200","25.8200","10.8788","39.3800","5.6010","3.3718","8.3100","0.2000","0.0000","0.0000","0.0000","76.0088","124.9898","17.2737","180.0335","359.8475","0.1362","|"
"5/15/2013","8.2226","1051.8000","8.1177","877.6900","2.5886","424.6468","31.5797","39.5900","24.1100","13.0055","21.9400","8.5500","2.5733","6.2130","0.2000","0.0000","0.0000","0.0000","75.8402","124.7578","17.0391","180.0292","359.8430","0.1304","|"
"5/16/2013","7.0212","1262.6000","3.4427","851.7700","4.4955","682.1347","30.3383","37.6500","24.5100","12.4061","19.5700","5.9330","3.6645","7.9300","0.4130","0.0000","0.0000","0.0000","75.6762","124.5312","16.8098","180.0226","359.8358","0.1221","|"
"5/17/2013","6.6879","1296.0000","5.4585","899.3800","2.7570","607.0890","26.3783","32.3700","22.4400","20.4622","28.7300","14.1500","3.6449","10.3500","0.2000","0.0000","0.0000","0.0000","75.5159","124.3101","16.5860","180.0138","359.8262","0.1113","|"
"5/18/2013","8.3032","1043.2000","8.0241","867.1900","2.7675","408.7038","27.4691","36.3100","19.4400","19.6779","36.1300","8.4400","2.0214","6.9880","0.2000","0.0000","0.0000","0.0000","75.3602","124.0946","16.3677","180.0027","359.8141","0.0981","|"
"5/19/2013","8.7582","1057.5000","8.1261","904.0600","3.2642","555.0173","27.1355","32.5400","20.6800","14.5285","26.2300","8.8200","3.2423","8.8600","0.2000","0.0000","0.0000","0.0000","75.2086","123.8847","16.1550","179.9894","359.7996","0.0825","|"
"5/20/2013","8.8977","1079.2000","11.0117","964.3400","1.4189","165.8244","26.0000","34.7000","17.9900","15.0320","41.7100","7.5200","1.8207","6.2000","0.2000","0.0000","0.0000","0.0000","75.0610","123.6806","15.9480","179.9740","359.7827","0.0646","|"
"5/21/2013","7.1519","1235.6000","5.7093","912.6400","3.6841","567.4813","29.1327","37.6200","19.8100","12.4047","27.6000","5.3560","2.4016","8.7900","0.2000","0.0000","0.0000","0.0000","74.9176","123.4823","15.7468","179.9563","359.7636","0.0444","|"
"5/22/2013","9.0564","1090.3000","10.2431","938.9200","1.9190","206.6908","29.3497","35.2700","23.8200","12.0300","21.1500","4.3240","5.2584","10.5100","1.0880","0.0000","0.0000","0.0000","74.7789","123.2898","15.5513","179.9365","359.7422","0.0220","|"
"5/23/2013","9.1083","1091.8000","10.7036","957.9300","1.7604","213.6824","26.5560","33.9500","19.6700","10.9665","22.8300","3.5950","4.1595","9.7600","0.4120","0.0000","0.0000","0.0000","74.6446","123.1031","15.3618","180.1646","359.9975","0.2764","|"
"5/24/2013","8.7593","1057.3000","10.0540","908.2000","1.7721","204.2581","27.8330","36.6900","19.6800","10.4912","44.0600","6.7120","2.6242","8.2900","0.2000","0.0000","0.0000","0.0000","74.5142","122.9225","15.1782","180.1406","359.9707","0.2487","|"
"5/25/2013","8.8366","1118.0000","9.9069","906.4800","2.1722","342.6795","28.6256","36.2400","21.9900","11.3438","27.3300","5.6890","2.9955","8.5100","0.2000","0.0000","0.0000","0.0000","74.3887","122.7479","15.0006","180.1145","359.9419","0.2190","|"
"5/26/2013","8.8859","1069.7000","10.3955","931.1600","1.6879","185.4859","28.5328","34.4600","22.8600","13.7629","20.4800","9.2900","3.7244","8.8900","0.2870","0.0000","0.0000","0.0000","74.2676","122.5793","14.8292","180.0864","359.9110","0.1873","|"
"5/27/2013","8.2476","1180.2000","7.6941","902.4500","2.6474","465.4009","29.2795","38.8500","20.7600","14.8314","26.2600","7.9200","2.6614","6.6880","0.2000","0.0000","0.0000","0.0000","74.1509","122.4168","14.6638","180.0562","359.8781","0.1536","|"
"5/28/2013","7.7375","1128.1000","7.6346","887.4000","2.4308","472.3031","29.2313","36.6600","22.8100","15.4658","22.6900","8.6200","3.7099","11.2600","0.2000","0.0000","0.0000","0.0000","74.0383","122.2606","14.5046","180.0241","359.8432","0.1179","|"
"5/29/2013","8.7054","1044.5000","9.3083","918.4800","2.2683","350.5092","29.0255","36.7200","21.0700","15.5784","26.9500","9.8900","2.2625","5.8500","0.2000","0.0000","0.0000","0.0000","73.9306","122.1107","14.3514","179.9900","359.8064","0.0804","|"
"5/30/2013","8.7674","1051.6000","1.5082","651.9600","8.1669","1051.6000","31.7778","41.3800","22.6600","12.5353","35.2300","7.0300","2.1607","6.7880","0.2000","0.0000","0.0000","0.0000","73.8278","121.9671","14.2045","179.9541","359.7677","0.0410","|"
"5/31/2013","8.8486","1059.2000","0.3011","839.2900","8.6704","1059.2000","31.9487","40.5700","22.7200","9.7886","28.9700","5.7430","1.9866","6.1000","0.2000","0.0000","0.0000","0.0000","73.7288","121.8298","14.0640","180.1663","359.9999","0.2725","|"
"6/1/2013","8.8763","1070.4000","0.2955","849.7100","8.7006","1070.4000","32.3028","41.6800","24.3400","8.4803","26.1800","4.4830","1.9370","5.6380","0.2000","0.0000","0.0000","0.0000","73.6352","121.6990","13.9300","180.1267","359.9571","0.2290","|"
"6/2/2013","8.4572","1061.5000","0.2747","821.7900","8.2936","1059.2683","33.9123","43.8000","21.6100","9.2191","34.8000","4.5820","2.0136","8.4300","0.2000","0.0000","0.0000","0.0000","73.5458","121.5746","13.8025","180.0854","359.9126","0.1840","|"
